"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000009495","SM890364D","Grace","Michael","Williams","2005-10-17","Innovative Finance","Yes","10332.30","3134.81","2025-08-16","2025-09-23","19679.25","1830.89","313.78","26162.46","2026-01-17","Void","Closed"
"ISA000009496","CK400811A","Charlotte","Joseph","Allen","1940-06-26","Innovative Finance","Yes","863.04","6748.19","2025-10-09","2025-12-10","17221.32","1835.31","94.63","52219.89","2026-02-06","Closed","Void"
"ISA000009497","PP038836A","Emily","David","Kelly","1951-04-28","Cash","No","19076.07","17379.29","2025-06-18","2025-06-29","5452.72","-2450.73","829.82","82481.34","2026-02-10","Closed","Closed"
"ISA000009498","MA539479C","Harry","Olivia","Thomas","1950-11-04","Cash","No","18778.03","18857.80","2025-12-20","2026-03-15","6458.21","2151.93","586.76","26610.58","2026-03-22","Cancelled","All funds withdrawn"
"ISA000009499","CN180364C","Jacob","Benjamin","Thompson","1977-05-22","Innovative Finance","Yes","11280.61","9039.50","2026-01-10","2026-03-30","8453.77","2890.96","669.54","44133.81","2026-04-03","Cancelled","Void"
"ISA000009500","EX023694A","Arthur","Thomas","Cooper","1962-05-18","Cash","Yes","19494.58","14126.42","2025-11-01","2026-03-26","1857.12","-806.81","912.48","38616.92","2026-03-31","Closed","Void"
"ISA000009501","WR509142B","William","Thomas","Harris","1954-03-25","Life Time ISA","Yes","17461.73","16113.57","2025-09-09","2025-09-29","3292.89","2833.36","-798.27","43349.66","2025-12-10","Cancelled","All funds withdrawn"
"ISA000009502","KM377367C","Amelia","Marie","Edwards","1965-10-14","Cash","No","13284.02","5807.46","2025-05-12","2025-11-28","12122.45","1473.31","-82.11","27996.54","2026-04-03","Void","Void"
"ISA000009503","JK597427B","Leo","Grace","Clarke","1942-10-30","Stock and Shares","No","10377.14","18641.80","2025-08-21","2026-03-08","12259.53","1057.98","85.06","18421.34","2026-03-08","Closed","All funds withdrawn"
"ISA000009504","PY196898B","Mia","Ann","Martin","1976-03-11","Innovative Finance","No","4659.02","15825.16","2025-12-01","2026-03-29","16608.40","2813.09","556.17","52007.36","2026-04-04","Void","Cancelled"
"ISA000009505","BW314583B","Maya","Olivia","Johnson","2001-03-20","Cash","No","5335.46","14344.05","2025-07-14","2025-12-04","12675.54","1849.33","848.89","29637.41","2026-04-01","Cancelled","Cancelled"
"ISA000009506","JK926576C","Jacob","William","Miller","1951-11-24","Life Time ISA","Yes","9482.05","11528.19","2025-08-26","2025-12-14","2341.21","2956.57","381.42","20310.72","2026-02-22","Void","Closed"
"ISA000009507","JS518979C","Mia","Jane","Jones","2004-08-12","Innovative Finance","Yes","9254.20","9078.03","2025-12-22","2026-01-21","7861.57","-997.13","797.51","23584.71","2026-03-28","Cancelled","Cancelled"
"ISA000009508","WY087334C","Daniel","Victoria","King","2007-11-04","Stock and Shares","No","10267.81","15900.96","2025-05-09","2025-06-15","17016.18","2153.09","689.89","26563.13","2025-10-05","Closed","Void"
"ISA000009509","LX228978C","Jack","Benjamin","Carter","1954-02-01","Stock and Shares","No","12071.83","6239.39","2025-06-15","2025-12-24","16113.16","2346.34","-907.03","73943.29","2026-03-03","Cancelled","Closed"
"ISA000009510","LB588837A","Leo","Samuel","Robinson","2002-01-28","Life Time ISA","Yes","7951.53","3489.70","2026-01-08","2026-02-21","18572.98","3489.51","135.42","29392.16","2026-04-03","Closed","Void"
"ISA000009511","JB210395A","William","Samuel","Adams","1989-09-01","Innovative Finance","No","7243.02","4087.53","2025-08-28","2025-12-20","14628.13","2067.60","-841.73","19667.03","2025-12-30","Cancelled","All funds withdrawn"
"ISA000009512","PJ429141A","Theo","Alice","Edwards","2003-10-01","Life Time ISA","Yes","13659.32","8529.88","2025-10-21","2026-02-11","17278.15","81.38","669.22","73813.41","2026-03-02","Closed","All funds withdrawn"
"ISA000009513","MJ721811D","Charlotte","Rose","Scott","1962-09-17","Stock and Shares","No","19200.01","385.38","2025-07-01","2025-08-11","18122.88","2177.92","306.59","80596.33","2026-01-12","Void","Closed"
"ISA000009514","WK352611D","Henry","Thomas","Carter","1970-03-27","Cash","No","11189.96","11125.57","2025-07-11","2025-08-25","6999.46","1847.89","726.20","21029.00","2025-12-12","Cancelled","Cancelled"
"ISA000009515","RX091874C","Freya","Claire","Wright","1962-09-06","Cash","No","14110.75","13147.26","2025-07-25","2025-12-29","6642.00","2896.79","-112.51","9597.72","2026-01-25","Cancelled","Void"
"ISA000009516","BS599148B","Grace","Joseph","Thomas","1952-10-17","Stock and Shares","No","4510.05","14915.88","2026-01-01","2026-02-12","6397.07","3561.04","792.15","89338.25","2026-02-13","Cancelled","Cancelled"
"ISA000009517","PB739171A","Lily","Elizabeth","Cooper","1949-06-01","Innovative Finance","No","36.89","18076.74","2025-11-05","2026-03-31","15503.22","3302.66","697.45","8869.35","2026-04-02","Void","Closed"
"ISA000009518","RM263978A","Edward","Elizabeth","Martin","1991-06-02","Life Time ISA","Yes","18221.76","473.81","2025-07-27","2025-10-21","10279.79","153.33","306.03","73010.12","2025-11-19","Cancelled","Void"
"ISA000009519","KS783829B","Leo","William","Brown","1963-09-18","Stock and Shares","Yes","14191.32","5165.73","2025-07-22","2025-12-29","2733.77","-2128.17","-997.48","91759.21","2026-03-12","Cancelled","Cancelled"
"ISA000009520","HT240815A","Emily","Thomas","Cooper","1957-03-30","Life Time ISA","No","8647.55","19382.69","2025-10-21","2026-01-30","5682.10","1851.81","574.81","72260.73","2026-03-24","Void","All funds withdrawn"
"ISA000009521","PN722887D","Thomas","Ann","Mitchell","1952-05-27","Cash","Yes","9947.55","15247.46","2026-01-26","2026-03-08","4988.04","2289.71","853.28","61506.00","2026-03-25","Closed","Void"
"ISA000009522","LZ136628A","Maya","Alexander","Davies","2004-03-20","Life Time ISA","Yes","16502.29","18020.58","2025-04-07","2025-08-03","15222.15","2536.33","-497.18","17175.80","2025-09-16","Cancelled","Void"
"ISA000009523","LM958773D","Jack","Ann","Young","2004-01-07","Innovative Finance","No","10931.38","2928.44","2025-08-09","2025-09-17","19510.90","2392.60","461.10","60978.27","2026-03-17","Cancelled","Transferred in full"
"ISA000009524","PX706271A","Jacob","Thomas","Taylor","1987-11-27","Life Time ISA","Yes","14401.45","15867.86","2026-01-05","2026-03-02","18049.76","3096.50","14.96","44176.57","2026-04-03","Void","Transferred in full"
"ISA000009525","EN475413B","William","Alice","Harris","1993-10-07","Innovative Finance","No","12319.37","3106.40","2025-07-23","2025-12-28","4916.05","712.01","556.03","4007.47","2026-01-25","Cancelled","All funds withdrawn"
"ISA000009526","JR790785C","Oscar","Olivia","Walker","1958-06-21","Stock and Shares","Yes","7433.10","10127.52","2025-05-22","2025-10-05","10287.75","2339.69","142.24","66177.28","2025-12-20","Cancelled","Transferred in full"
"ISA000009527","KR879529D","Lily","Rose","Martin","1952-01-01","Life Time ISA","No","3022.22","12927.65","2025-05-04","2025-09-25","14955.16","1638.33","-181.47","98795.13","2025-10-29","Closed","Closed"
"ISA000009528","AY563379D","Thomas","David","Hall","1974-06-12","Innovative Finance","Yes","18611.67","10707.57","2026-01-16","2026-02-23","6740.28","2950.74","-591.92","69212.91","2026-03-24","Cancelled","Cancelled"
"ISA000009529","SN551165A","Sophia","Ann","Thomas","1993-08-10","Cash","Yes","12373.10","16893.15","2025-06-04","2025-07-09","13669.18","1748.42","52.01","14322.70","2025-12-08","Void","Closed"
"ISA000009530","HN671635D","Oscar","David","Taylor","1990-01-14","Cash","Yes","12120.66","7297.45","2025-12-14","2026-04-01","16300.04","2529.25","561.30","41680.44","2026-04-03","Cancelled","Cancelled"
"ISA000009531","EZ993871B","William","Claire","Foster","1993-12-12","Cash","No","12591.82","13205.99","2025-12-24","2026-04-02","5580.47","171.91","-512.47","99284.88","2026-04-02","Closed","Cancelled"
"ISA000009532","CZ466393C","Grace","Marie","Parker","1974-05-20","Life Time ISA","No","12819.51","8270.30","2025-04-30","2025-08-09","10089.69","3106.54","-504.05","53542.05","2025-09-13","Void","Cancelled"
"ISA000009533","HY916834B","Noah","Joseph","Kelly","1975-12-27","Cash","No","8919.81","7749.85","2025-06-18","2025-06-30","2242.89","2208.88","156.39","23138.92","2025-09-25","Closed","Cancelled"
"ISA000009534","EK505125A","Evie","William","Young","1985-07-31","Innovative Finance","No","17350.97","10179.25","2026-02-02","2026-03-23","16735.62","587.38","586.54","8423.77","2026-03-26","Void","Transferred in full"
"ISA000009535","CT571002A","Jacob","Claire","Martin","1988-11-03","Innovative Finance","Yes","15943.56","7581.30","2026-02-11","2026-03-24","16384.21","3709.96","-437.55","33876.63","2026-03-29","Void","Cancelled"
"ISA000009536","MY968315A","Hannah","Samuel","Clarke","1996-07-02","Life Time ISA","Yes","8815.72","15739.81","2025-07-01","2026-03-08","586.60","142.95","-640.39","78934.73","2026-04-04","Void","Transferred in full"
"ISA000009537","RZ716436C","Logan","William","Lewis","2006-10-02","Cash","No","5679.45","8971.07","2026-01-20","2026-01-22","5545.47","2708.31","249.95","37310.74","2026-03-08","Closed","Cancelled"
"ISA000009538","AY880114B","Leo","Ann","Thompson","1961-02-19","Stock and Shares","Yes","7535.66","11246.82","2025-08-30","2025-12-08","14723.83","-1212.41","-738.66","56502.03","2025-12-27","Void","Cancelled"
"ISA000009539","HK885746B","Grace","Benjamin","Young","1944-06-03","Innovative Finance","No","3783.09","10468.75","2025-05-30","2025-09-01","18372.25","2364.22","744.95","84871.52","2026-01-05","Closed","Transferred in full"
"ISA000009540","EB373368D","Elsie","Alice","King","1947-02-01","Cash","No","17307.38","19185.38","2025-10-31","2026-01-23","2807.87","-2593.73","-321.47","65597.32","2026-01-23","Closed","Cancelled"
"ISA000009541","AJ436803B","Olivia","Marie","King","2002-09-21","Life Time ISA","No","10732.79","5776.49","2025-04-12","2025-07-04","3712.42","-1495.83","473.15","53208.81","2025-12-06","Void","Cancelled"
"ISA000009542","JH812414D","Lucas","Grace","Hill","1964-04-03","Cash","Yes","19944.56","923.28","2025-12-30","2026-04-03","1269.23","-2861.43","876.91","51121.44","2026-04-04","Cancelled","Void"
"ISA000009543","ST447971B","Jacob","Ann","Thomas","1947-06-05","Cash","No","8167.20","1385.45","2025-10-02","2026-03-12","9893.13","2745.20","752.08","97253.59","2026-03-23","Void","Cancelled"
"ISA000009544","KT143634B","Thomas","Ann","Edwards","1994-03-23","Life Time ISA","Yes","4521.37","12730.29","2025-04-27","2025-10-09","16536.13","1712.51","999.26","47844.23","2026-03-14","Cancelled","Void"
"ISA000009545","BN267203C","Hannah","Marie","Harris","1974-05-19","Cash","Yes","276.46","14219.65","2025-06-22","2025-07-18","15149.53","-3126.18","122.18","54912.66","2026-03-06","Closed","Void"
"ISA000009546","WJ269461D","Grace","Benjamin","Thomas","1979-09-07","Cash","No","11049.18","7532.26","2025-04-26","2026-01-25","16641.13","3205.61","852.73","16772.28","2026-03-13","Cancelled","Transferred in full"
"ISA000009547","KW425057A","Logan","Grace","Miller","1982-12-09","Life Time ISA","Yes","3697.39","6360.56","2026-01-06","2026-01-26","13187.15","2782.46","15.31","51820.48","2026-03-03","Void","Transferred in full"
"ISA000009548","PK085475A","Emily","William","Jones","1989-08-14","Cash","Yes","11528.18","16463.89","2025-06-09","2025-12-19","15017.48","178.44","808.46","30753.97","2026-03-27","Void","Cancelled"
"ISA000009549","LN897641C","Henry","Rose","Thompson","1948-07-14","Innovative Finance","No","17246.14","14477.68","2025-11-04","2026-03-27","856.47","671.08","110.89","36612.20","2026-04-03","Closed","Cancelled"
"ISA000009550","AL691653C","Theo","David","Jones","1992-05-01","Cash","No","11042.07","2244.27","2025-07-09","2025-07-15","15223.15","3003.92","-672.03","5417.40","2025-07-25","Closed","Void"
"ISA000009551","LC041231C","Hannah","Marie","Foster","1989-05-22","Innovative Finance","No","13133.29","13187.76","2025-09-15","2026-01-22","11405.42","3696.32","166.99","30393.04","2026-02-23","Void","Transferred in full"
"ISA000009552","ST944920D","Theo","Alice","Lewis","1956-10-29","Life Time ISA","No","9805.59","16935.14","2025-09-01","2025-11-05","7305.41","2280.28","920.45","30906.75","2025-12-17","Void","Cancelled"
"ISA000009553","MY255849A","George","Alice","Hall","1951-05-05","Cash","Yes","14079.56","17470.55","2025-08-13","2025-10-08","14239.23","3871.28","706.20","43588.51","2025-12-20","Void","Closed"
"ISA000009554","AK597797D","Isla","Joseph","Parker","1982-08-01","Life Time ISA","No","6053.47","5181.17","2025-10-20","2025-11-13","519.97","1659.99","943.69","92581.13","2026-01-17","Void","Transferred in full"
"ISA000009555","RL644703C","Poppy","Thomas","Bennett","1945-07-23","Cash","Yes","8501.41","14968.68","2025-07-26","2025-12-20","11830.77","2621.00","909.94","36288.87","2026-03-17","Closed","Closed"
"ISA000009556","HR512146D","Amelia","Ann","Hill","1947-03-28","Life Time ISA","Yes","3373.25","15301.91","2025-09-27","2026-03-27","18870.35","2766.59","459.50","92635.86","2026-04-05","Cancelled","Void"
"ISA000009557","BL229351A","George","Alice","Hill","1940-03-20","Life Time ISA","Yes","19319.07","5779.73","2025-06-08","2026-01-14","19887.23","350.68","450.14","76218.07","2026-02-22","Cancelled","All funds withdrawn"
"ISA000009558","BB765400C","Lily","Ann","Thompson","1986-02-02","Stock and Shares","Yes","1589.26","2606.36","2025-10-15","2025-12-24","19996.12","2404.08","432.53","76984.29","2026-03-03","Cancelled","All funds withdrawn"
"ISA000009559","WB895590C","Jack","Alexander","Allen","1977-09-06","Innovative Finance","Yes","4492.67","5404.35","2025-06-24","2025-12-20","895.26","1918.64","290.07","24538.84","2026-01-29","Cancelled","Closed"
"ISA000009560","CT603207B","Daisy","Alice","Mitchell","1948-08-10","Stock and Shares","Yes","6304.52","17655.58","2025-12-26","2026-02-08","17636.92","3422.36","212.65","10756.89","2026-03-31","Closed","Closed"
"ISA000009561","AY115765C","Henry","Michael","Collins","1959-10-25","Innovative Finance","Yes","19883.91","11887.87","2025-05-30","2025-09-07","10007.47","3218.35","377.56","2836.67","2026-02-11","Closed","Void"
"ISA000009562","PL380665C","Lucas","David","Adams","1941-07-25","Life Time ISA","Yes","16962.79","1866.44","2026-02-14","2026-03-14","13534.59","3675.48","756.85","24490.88","2026-04-02","Cancelled","Transferred in full"
"ISA000009563","EM807023D","Harry","Patrick","Bennett","1984-10-22","Stock and Shares","No","17140.28","7182.95","2025-08-16","2025-09-25","14606.03","2176.64","493.40","1136.64","2025-10-30","Cancelled","Closed"
"ISA000009564","KA273617D","Isla","Marie","Adams","1965-03-24","Cash","No","6446.90","19400.68","2025-07-04","2026-01-06","17160.70","2869.40","234.89","60962.90","2026-02-08","Closed","All funds withdrawn"
"ISA000009565","KK487770A","Leo","Jane","Baker","1992-10-10","Innovative Finance","No","19912.85","15041.96","2025-05-11","2025-12-22","10786.61","-2663.25","14.49","76893.10","2026-02-17","Void","Cancelled"
"ISA000009566","KW006095B","Amelia","Benjamin","Jackson","1945-12-07","Stock and Shares","Yes","1315.38","6910.81","2026-02-12","2026-04-02","7082.88","-1712.01","440.03","34752.80","2026-04-05","Void","Cancelled"
"ISA000009567","RX504530A","Lucas","Claire","Parker","1958-04-20","Stock and Shares","No","2471.55","1892.46","2026-02-13","2026-03-21","7442.44","1415.79","495.23","12683.58","2026-03-22","Cancelled","All funds withdrawn"
"ISA000009568","RY788121A","Mia","William","Adams","1941-03-11","Innovative Finance","No","817.78","5327.13","2025-12-02","2026-01-06","5096.63","2337.60","53.10","55652.23","2026-02-25","Cancelled","All funds withdrawn"
"ISA000009569","MN264911D","Ruby","Benjamin","Cooper","1971-03-14","Life Time ISA","No","3143.83","13393.42","2025-05-04","2025-05-09","19468.92","247.55","500.61","17884.16","2025-06-27","Void","Void"
"ISA000009570","CK313226C","Ruby","Alexander","Kelly","1985-07-23","Cash","Yes","12285.26","2921.28","2025-04-15","2026-03-21","13819.11","833.75","742.25","37811.43","2026-03-28","Closed","Closed"
"ISA000009571","HL810441C","Harry","Ann","Thompson","1950-10-12","Life Time ISA","No","13584.50","3019.82","2026-01-12","2026-02-21","15750.84","3779.99","622.73","90947.11","2026-03-01","Cancelled","Closed"
"ISA000009572","LK514640B","Olivia","Ann","Morris","1955-04-12","Innovative Finance","Yes","5595.28","13932.43","2025-07-30","2025-09-07","2156.48","1090.05","868.67","71560.58","2026-03-05","Cancelled","All funds withdrawn"
"ISA000009573","RL647650B","Lily","Michael","Smith","2003-11-03","Stock and Shares","Yes","5780.61","14937.98","2026-02-04","2026-03-18","846.85","1878.31","950.18","16679.89","2026-03-20","Cancelled","Void"
"ISA000009574","AR448349D","Jack","Claire","Baker","1973-02-27","Innovative Finance","Yes","8040.87","2065.14","2026-01-17","2026-01-25","17155.14","13.32","911.27","49209.44","2026-02-07","Closed","Transferred in full"
"ISA000009575","BW682018B","Finley","Benjamin","White","1984-08-03","Innovative Finance","Yes","11154.00","2389.66","2026-02-02","2026-03-01","2992.97","3226.15","267.06","91004.55","2026-03-28","Cancelled","Void"
"ISA000009576","WW367918A","Henry","Olivia","Lewis","1978-05-07","Innovative Finance","No","9124.19","18977.57","2025-06-13","2026-03-27","17132.09","2212.66","858.93","43892.84","2026-04-04","Void","Void"
"ISA000009577","CK536661A","Edward","Patrick","Davies","1946-04-18","Stock and Shares","No","10449.75","2786.47","2025-07-08","2025-07-30","6613.99","2279.88","822.74","13648.17","2025-11-15","Closed","Cancelled"
